window_days,Model,RMSLE,R2,MAE,RMSE
150,XGBoost (tuned+mono),0.7817289048082946,0.7319733284278284,3949395.1118117156,8106466.070378983
150,Random Forest,0.7936565706666707,0.7237317959655906,4066473.0650843023,8172735.035266898
150,SVR (clipped),0.9385755134215766,0.6136293651133509,4633315.798379067,9686955.162147483
150,Ridge (clipped),0.9834059832718003,0.5758383841709407,5567781.304414315,14590492.002187522
