window_days,Model,RMSLE,R2,MAE,RMSE
60,XGBoost (tuned+mono),0.7547005054907463,0.7501870465290121,3845334.930397727,7747874.90998226
60,Random Forest,0.77989024581156,0.7332326655038763,4012529.416860958,8008738.895942905
60,SVR (clipped),0.95474647787788,0.6002009093115273,4642793.175167659,9491467.629640507
60,Ridge (clipped),0.9969727076949374,0.5640544876474013,5618940.866260603,14433408.566647101
