window_days,Model,RMSLE,R2,MAE,RMSE
365,XGBoost (tuned+mono),0.7939383055859566,0.723535619891448,3953863.206728105,8266066.939028808
365,Random Forest,0.7947340510969655,0.7229811548003849,3982746.15822614,8139017.295128393
365,SVR (clipped),0.9245250264583209,0.6251107252633739,4678680.895824402,9750714.532592133
365,Ridge (clipped),0.9730706737493866,0.5847071631173011,5255038.295960155,13508490.697097393
