window_days,Model,RMSLE,R2,MAE,RMSE
120,Random Forest,0.7937496367100674,0.7236670004429591,4119029.444227731,8178636.624658125
120,XGBoost (tuned+mono),0.7961192625856048,0.722014632466462,3998006.031804325,8234698.510609635
120,SVR (clipped),0.9394030028819087,0.6129477820928285,4509448.572668652,9364244.998666836
120,Ridge (clipped),0.9859139847446371,0.5736721283442178,5609635.71272313,14737425.731999554
