window_days,Model,RMSLE,R2,MAE,RMSE
720,XGBoost (tuned+mono),0.7720580205434581,0.7383010004148858,3857192.0107126385,7895958.030154639
720,Random Forest,0.7959684751480164,0.721840485574073,4000518.1285365205,8083342.135920038
720,SVR (clipped),0.9220089579020802,0.6267735057455464,4651564.077084187,9813763.126017643
720,Ridge (clipped),0.9775908973779803,0.5804183537735143,5536495.791247967,15160384.564855564
