window_days,Model,RMSLE,R2,MAE,RMSE
90,XGBoost (tuned+mono),0.7871140417505466,0.7282678704417622,3979327.39637611,8124424.805501818
90,Random Forest,0.7960015348246157,0.7220968416948763,4086091.2745280126,8088121.545145691
90,SVR (clipped),0.9588437051276123,0.5967621271993053,4510424.335230707,9189398.136032328
90,Ridge (clipped),0.996661305761159,0.5643267780988181,5661890.9464641865,14878158.781574301
